"자치구 기준일","종로구 전체","종로구 추가","중구 전체","중구 추가","용산구 전체","용산구 추가","성동구 전체","성동구 추가","광진구 전체","광진구 추가","동대문구 전체","동대문구 추가","중랑구 전체","중랑구 추가","성북구 전체","성북구 추가","강북구 전체","강북구 추가","도봉구 전체","도봉구 추가","노원구 전체","노원구 추가","은평구 전체","은평구 추가","서대문구 전체","서대문구 추가","마포구 전체","마포구 추가","양천구 전체","양천구 추가","강서구 전체","강서구 추가","구로구 전체","구로구 추가","금천구 전체","금천구 추가","영등포구 전체","영등포구 추가","동작구 전체","동작구 추가","관악구 전체","관악구 추가","서초구 전체","서초구 추가","강남구 전체","강남구 추가","송파구 전체","송파구 추가","강동구 전체","강동구 추가","기타 전체","기타 추가"
"2020.10.18.00","94","0","63","0","136","0","128","0","135","0","170","0","199","0","343","0","156","0","221","0","324","1","259","0","135","2","179","1","183","2","295","0","193","0","96","1","197","0","253","0","437","6","206","0","286","2","358","3","197","1","446","0"
"2020.10.17.00","94","2","63","0","136","0","128","0","135","0","170","0","199","1","343","3","156","1","221","0","323","0","259","1","133","0","178","1","181","0","295","1","193","1","95","0","197","0","253","0","431","2","206","0","284","0","355","2","196","2","446","1"
"2020.10.16.00","92","0","63","0","136","1","128","0","135","0","170","1","198","1","340","2","155","0","221","1","323","1","258","1","133","0","177","0","181","0","294","0","192","1","95","0","197","0","253","1","429","2","206","2","284","0","353","3","194","2","445","0"
"2020.10.15.00","92","0","63","3","135","1","128","1","135","0","169","0","197","0","338","0","155","0","220","0","322","0","257","3","133","1","177","0","181","0","294","0","191","0","95","0","197","0","252","1","427","6","204","1","284","1","350","0","192","1","445","2"
"2020.10.14.00","92","1","60","1","134","0","127","0","135","0","169","3","197","3","338","1","155","0","220","0","322","0","254","1","132","1","177","2","181","1","294","0","191","0","95","0","197","0","251","2","421","4","203","0","283","3","350","1","191","0","443","2"
"2020.10.13.00","91","1","59","0","134","1","127","0","135","0","166","0","194","0","337","1","155","0","220","1","322","1","253","0","131","0","175","1","180","0","294","2","191","0","95","0","197","0","249","1","417","3","203","0","280","1","349","0","191","0","441","7"
"2020.10.12.00","90","0","59","0","133","4","127","0","135","0","166","2","194","1","336","0","155","0","219","1","321","4","253","0","131","0","174","2","180","0","292","1","191","2","95","0","197","1","248","1","414","5","203","1","279","1","349","2","191","2","434","1"
"2020.10.11.00","90","1","59","1","129","1","127","0","135","0","164","0","193","0","336","0","155","3","218","1","317","2","253","0","131","0","172","3","180","0","291","3","189","0","95","0","196","1","247","0","409","0","202","0","278","0","347","3","189","1","433","4"
"2020.10.10.00","89","0","58","0","128","1","127","0","135","1","164","0","193","1","336","1","152","1","217","5","315","1","253","0","131","0","169","1","180","0","288","0","189","0","95","0","195","2","247","1","409","0","202","0","278","0","344","3","188","0","429","7"
"2020.10.09.00","89","0","58","0","127","0","127","3","134","1","164","1","192","0","335","0","151","0","212","0","314","1","253","0","131","0","168","0","180","0","288","0","189","0","95","0","193","1","246","1","409","4","202","2","278","3","341","0","188","0","422","4"
"2020.10.08.00","89","0","58","0","127","1","124","1","133","0","163","0","192","0","335","0","151","0","212","0","313","2","253","1","131","0","168","0","180","0","288","0","189","0","95","0","192","0","245","0","405","2","200","1","275","0","341","1","188","1","418","0"
"2020.10.07.00","89","0","58","0","126","1","123","1","133","1","163","6","192","1","335","0","151","2","212","4","311","3","252","0","131","4","168","1","180","0","288","0","189","0","95","0","192","1","245","0","403","5","199","2","275","2","340","1","187","0","418","5"
"2020.10.06.00","89","0","58","0","125","1","122","0","132","1","157","1","191","1","335","0","149","1","208","0","308","2","252","0","127","0","167","0","180","0","288","1","189","2","95","1","191","1","245","1","398","2","197","1","273","0","339","0","187","0","413","3"
"2020.10.05.00","89","0","58","0","124","0","122","0","131","1","156","2","190","0","335","0","148","3","208","1","306","1","252","0","127","0","167","0","180","0","287","0","187","1","94","0","190","0","244","2","396","4","196","0","273","1","339","0","187","2","410","1"
"2020.10.04.00","89","0","58","0","124","1","122","0","130","0","154","0","190","1","335","0","145","0","207","0","305","0","252","0","127","0","167","0","180","0","287","0","186","1","94","0","190","0","242","0","392","3","196","0","272","1","339","0","185","0","409","1"
"2020.10.03.00","89","0","58","0","123","0","122","0","130","0","154","1","189","1","335","0","145","1","207","1","305","3","252","1","127","0","167","1","180","0","287","0","185","1","94","0","190","0","242","2","389","1","196","1","271","0","339","0","185","0","408","10"
"2020.10.02.00","89","1","58","0","123","0","122","2","130","0","153","1","188","0","335","1","144","0","206","0","302","0","251","0","127","0","166","4","180","0","287","2","184","1","94","1","190","0","240","3","388","3","195","0","271","1","339","0","185","0","398","1"
"2020.10.01.00","88","0","58","0","123","1","120","4","130","1","152","3","188","1","334","0","144","0","206","0","302","0","251","0","127","1","162","1","180","0","285","0","183","2","93","2","190","1","237","2","385","6","195","0","270","1","339","2","185","1","397","1"
"2020.09.30.00","88","0","58","0","122","0","116","0","129","0","149","0","187","0","334","0","144","0","206","0","302","0","251","0","126","0","161","0","180","0","285","0","181","0","91","0","189","0","235","1","379","3","195","2","269","0","337","0","184","0","396","30"
"2020.09.29.00","88","0","58","0","122","2","116","0","129","1","149","5","187","0","334","4","144","1","206","6","302","0","251","1","126","0","161","1","180","0","285","0","181","0","91","0","189","1","234","2","376","2","193","0","269","0","337","0","184","0","366","0"
"2020.09.28.00","88","0","58","0","120","0","116","0","128","0","144","0","187","0","330","0","143","0","200","0","302","0","250","1","126","0","160","0","180","0","285","0","181","0","91","0","188","0","232","0","374","1","193","0","269","2","337","1","184","1","366","0"
"2020.09.27.00","88","0","58","2","120","4","116","0","128","1","144","1","187","1","330","2","143","0","200","8","302","1","249","1","126","1","160","0","180","0","285","2","181","2","91","0","188","3","232","4","373","6","193","0","267","0","336","2","183","2","366","5"
"2020.09.26.00","88","0","56","1","116","0","116","0","127","0","143","0","186","0","328","0","143","0","192","0","301","0","248","0","125","0","160","0","180","0","283","1","179","0","91","0","185","1","228","0","367","3","193","2","267","3","334","0","181","0","361","1"
"2020.09.25.00","88","2","55","0","116","1","116","0","127","1","143","2","186","1","328","4","143","0","192","16","301","1","248","3","125","0","160","0","180","1","282","1","179","6","91","1","184","4","228","4","364","7","191","5","264","1","334","2","181","1","360","3"
"2020.09.24.00","86","0","55","0","115","2","116","2","126","0","141","0","185","0","324","0","143","1","176","0","300","0","245","1","125","0","160","0","179","0","281","6","173","0","90","0","180","1","224","0","357","3","186","1","263","2","332","2","180","0","357","3"
"2020.09.23.00","86","2","55","0","113","0","114","0","126","0","141","0","185","1","324","3","142","0","176","8","300","1","244","0","125","0","160","0","179","0","275","6","173","3","90","1","179","2","224","3","354","4","185","0","261","1","330","2","180","1","354","3"
"2020.09.22.00","84","0","55","0","113","0","114","1","126","2","141","0","184","1","321","0","142","1","168","1","299","1","244","3","125","0","160","5","179","3","269","5","170","1","89","2","177","2","221","4","350","5","185","1","260","0","328","1","179","0","351","0"
"2020.09.21.00","84","0","55","0","113","0","113","2","124","0","141","0","183","1","321","0","141","0","167","0","298","2","241","0","125","2","155","1","176","0","264","0","169","2","87","1","175","1","217","3","345","2","184","1","260","2","327","0","179","0","351","3"
"2020.09.20.00","84","0","55","1","113","0","111","0","124","1","141","0","182","1","321","0","141","0","167","0","296","0","241","0","123","0","154","0","176","2","264","0","167","0","86","1","174","0","214","1","343","2","183","1","258","4","327","3","179","0","348","3"
"2020.09.19.00","84","0","54","0","113","0","111","2","123","0","141","0","181","1","321","2","141","0","167","0","296","1","241","2","123","0","154","0","174","2","264","2","167","2","85","1","174","1","213","0","341","4","182","3","254","5","324","2","179","0","345","2"
"2020.09.18.00","84","0","54","0","113","0","109","0","123","0","141","0","180","1","319","1","141","0","167","2","295","4","239","1","123","2","154","3","172","3","262","3","165","0","84","0","173","1","213","1","337","4","179","2","249","3","322","5","179","0","343","3"
"2020.09.17.00","84","0","54","0","113","0","109","1","123","3","141","4","179","3","318","1","141","4","165","2","291","2","238","4","121","3","151","1","169","4","259","4","165","4","84","0","172","5","212","6","333","6","177","2","246","8","317","5","179","2","340","6"
"2020.09.16.00","84","1","54","0","113","2","108","0","120","0","137","2","176","1","317","2","137","0","163","0","289","6","234","1","118","3","150","1","165","3","255","3","161","1","84","0","167","2","206","4","327","2","175","3","238","1","312","6","177","0","334","6"
"2020.09.15.00","83","1","54","0","111","0","108","1","120","0","135","1","175","0","315","1","137","3","163","1","283","3","233","1","115","1","149","1","162","0","252","1","160","1","84","0","165","1","202","1","325","2","172","2","237","7","306","3","177","1","328","3"
"2020.09.14.00","82","0","54","0","111","0","107","0","120","0","134","0","175","1","314","2","134","1","162","2","280","4","232","2","114","0","148","2","162","0","251","2","159","1","84","1","164","2","201","0","323","4","170","2","230","4","303","6","176","1","325","4"
"2020.09.13.00","82","1","54","0","111","0","107","1","120","0","134","0","174","1","312","3","133","2","160","3","276","0","230","1","114","1","146","0","162","0","249","0","158","0","83","1","162","3","201","1","319","3","168","0","226","3","297","4","175","1","321","5"
"2020.09.12.00","81","2","54","0","111","1","106","0","120","0","134","0","173","0","309","0","131","0","157","1","276","3","229","3","113","0","146","0","162","1","249","1","158","1","82","0","159","0","200","0","316","11","168","2","223","5","293","5","174","1","316","1"
"2020.09.11.00","79","3","54","1","110","1","106","2","120","2","134","3","173","1","309","1","131","3","156","1","273","2","226","4","113","4","146","0","161","1","248","6","157","1","82","1","159","2","200","2","305","6","166","3","218","1","288","4","173","1","315","8"
"2020.09.10.00","76","7","53","0","109","1","104","0","118","0","131","0","172","0","308","0","128","1","155","3","271","3","222","4","109","1","146","0","160","0","242","1","156","0","81","1","157","0","198","3","299","3","163","1","217","1","284","2","172","2","307","2"
"2020.09.09.00","69","0","53","0","108","0","104","1","118","4","131","3","172","0","308","2","127","1","152","1","268","1","218","5","108","2","146","1","160","1","241","2","156","1","80","1","157","0","195","3","296","7","162","1","216","2","282","2","170","2","305","4"
"2020.09.08.00","69","2","53","0","108","1","103","2","114","2","128","1","172","4","306","5","126","2","151","4","267","3","213","4","106","3","145","3","159","1","239","5","155","3","79","1","157","7","192","4","289","5","161","4","214","2","280","6","168","1","301","6"
"2020.09.07.00","67","0","53","0","107","0","101","0","112","0","127","1","168","0","301","2","124","1","147","1","264","5","209","6","103","1","142","0","158","2","234","1","152","0","78","2","150","2","188","5","284","7","157","0","212","1","274","2","167","2","295","3"
"2020.09.06.00","67","0","53","0","107","0","101","1","112","2","126","0","168","5","299","4","123","2","146","1","259","3","203","2","102","2","142","2","156","3","233","3","152","0","76","1","148","3","183","1","277","4","157","1","211","3","272","6","165","5","292","4"
"2020.09.05.00","67","0","53","1","107","2","100","5","110","4","126","1","163","3","295","1","121","0","145","2","256","2","201","4","100","3","140","4","153","0","230","1","152","0","75","1","145","1","182","0","273","2","156","2","208","5","266","3","160","3","288","6"
"2020.09.04.00","67","0","52","0","105","0","95","2","106","4","125","1","160","5","294","2","121","0","143","2","254","3","197","1","97","1","136","1","153","1","229","0","152","0","74","0","144","0","182","0","271","5","154","5","203","4","263","0","157","3","282","6"
"2020.09.03.00","67","0","52","2","105","2","93","1","102","2","124","1","155","2","292","2","121","2","141","1","251","5","196","3","96","0","135","2","152","1","229","4","152","1","74","0","144","4","182","2","266","10","149","2","199","4","263","2","154","7","276","3"
